date,open,high,low,close,volume
2021-01-04T05:00:00+00:00,4.75,4.775000095367432,4.287499904632568,4.3125,40090000
2021-01-05T05:00:00+00:00,4.337500095367432,4.519999980926514,4.307499885559082,4.34250020980835,19846000
2021-01-06T05:00:00+00:00,4.335000038146973,4.744999885559082,4.332499980926514,4.590000152587891,24224800
2021-01-07T05:00:00+00:00,4.617499828338623,4.862500190734863,4.505000114440918,4.519999980926514,24517200
2021-01-08T05:00:00+00:00,4.545000076293945,4.574999809265137,4.269999980926514,4.422500133514404,25928000
2021-01-11T05:00:00+00:00,4.852499961853027,5.162499904632568,4.752500057220459,4.985000133514404,59632000
2021-01-12T05:00:00+00:00,4.989999771118164,5.099999904632568,4.829999923706055,4.987500190734863,28242800
2021-01-13T05:00:00+00:00,5.105000019073486,9.662500381469727,5.007500171661377,7.849999904632568,578006800
2021-01-14T05:00:00+00:00,9.522500038146973,10.765000343322754,8.262499809265137,9.977499961853027,374869600
2021-01-15T05:00:00+00:00,9.6225004196167,10.1875,8.5024995803833,8.875,187465600
2021-01-19T05:00:00+00:00,10.387499809265137,11.380000114440918,9.15999984741211,9.84000015258789,298887600
2021-01-20T05:00:00+00:00,9.342499732971191,10.297499656677246,9.015000343322754,9.779999732971191,133887200
2021-01-21T05:00:00+00:00,9.807499885559082,11.1875,9.25,10.757499694824219,224867600
2021-01-22T05:00:00+00:00,10.647500038146973,19.190000534057617,10.579999923706055,16.252500534057617,788631600
2021-01-25T05:00:00+00:00,24.1825008392334,39.79499816894531,15.282500267028809,19.197500228881836,711496000
2021-01-26T05:00:00+00:00,22.139999389648438,37.5,20.049999237060547,36.994998931884766,714352000
2021-01-27T05:00:00+00:00,88.7074966430664,95.0,62.25,86.87750244140625,373586800
2021-01-28T05:00:00+00:00,66.25,120.75,28.0625,48.400001525878906,235263200
2021-01-29T05:00:00+00:00,94.92749786376953,103.49500274658203,62.5,81.25,202264400
2021-02-01T05:00:00+00:00,79.13999938964844,80.5,53.0,56.25,149528800
2021-02-02T05:00:00+00:00,35.189998626708984,39.5,18.55500030517578,22.5,312732400
2021-02-03T05:00:00+00:00,28.002500534057617,28.350000381469727,21.3125,23.102500915527344,170794000
2021-02-04T05:00:00+00:00,22.797500610351562,22.875,13.332500457763672,13.375,249709200
2021-02-05T05:00:00+00:00,13.510000228881836,23.75,12.772500038146973,15.942500114440918,325380000
2021-02-08T05:00:00+00:00,18.102500915527344,18.165000915527344,14.505000114440918,15.0,102749200
2021-02-09T05:00:00+00:00,14.15250015258789,14.25,11.630000114440918,12.577500343322754,107372400
2021-02-10T05:00:00+00:00,12.692500114440918,15.707500457763672,11.637499809265137,12.800000190734863,145820000
2021-02-11T05:00:00+00:00,12.5024995803833,13.829999923706055,12.055000305175781,12.774999618530273,52226800
2021-02-12T05:00:00+00:00,12.6875,13.8100004196167,12.012499809265137,13.100000381469727,58293200
2021-02-16T05:00:00+00:00,13.164999961853027,13.375,12.260000228881836,12.3774995803833,32700000
2021-02-17T05:00:00+00:00,12.442500114440918,12.797499656677246,11.140000343322754,11.484999656677246,36747200
2021-02-18T05:00:00+00:00,12.1225004196167,12.217499732971191,10.162500381469727,10.172499656677246,95962400
2021-02-19T05:00:00+00:00,10.319999694824219,10.97249984741211,9.625,10.147500038146973,59312800
2021-02-22T05:00:00+00:00,11.672499656677246,12.1274995803833,10.600000381469727,11.5,77904000
2021-02-23T05:00:00+00:00,11.242500305175781,11.557499885559082,10.0,11.242500305175781,30260800
2021-02-24T05:00:00+00:00,11.175000190734863,22.927499771118164,11.175000190734863,22.927499771118164,332446800
2021-02-25T05:00:00+00:00,42.38999938964844,46.16999816894531,25.25,27.1825008392334,601235200
2021-02-26T05:00:00+00:00,29.364999771118164,35.724998474121094,21.5,25.434999465942383,368776800
2021-03-01T05:00:00+00:00,26.135000228881836,33.497501373291016,24.99250030517578,30.100000381469727,199176000
2021-03-02T05:00:00+00:00,29.232500076293945,33.29999923706055,28.049999237060547,29.545000076293945,135132000
2021-03-03T05:00:00+00:00,30.627500534057617,31.9375,28.280000686645508,31.045000076293945,77095600
2021-03-04T05:00:00+00:00,31.25,36.967498779296875,28.825000762939453,33.087501525878906,130427600
2021-03-05T05:00:00+00:00,32.04249954223633,37.88249969482422,31.875,34.435001373291016,122934800
2021-03-08T05:00:00+00:00,38.72249984741211,52.717498779296875,36.525001525878906,48.625,254262400
2021-03-09T05:00:00+00:00,54.4275016784668,62.462501525878906,52.127498626708984,61.724998474121094,156397200
2021-03-10T05:00:00+00:00,67.35749816894531,87.125,43.0,66.25,286282400
2021-03-11T05:00:00+00:00,60.40999984741211,70.375,58.150001525878906,65.0,113250000
2021-03-12T05:00:00+00:00,68.75,73.875,65.56749725341797,66.125,103383600
2021-03-15T04:00:00+00:00,69.37999725341797,70.75,51.5,55.03499984741211,96401600
2021-03-16T04:00:00+00:00,50.790000915527344,55.17499923706055,43.087501525878906,52.04249954223633,141691600
2021-03-17T04:00:00+00:00,54.459999084472656,57.86750030517578,51.0,52.45249938964844,65926400
2021-03-18T04:00:00+00:00,53.5,54.720001220703125,48.912498474121094,50.4375,47059600
2021-03-19T04:00:00+00:00,48.932498931884766,56.75,45.665000915527344,50.067501068115234,98709200
2021-03-22T04:00:00+00:00,51.314998626708984,52.59000015258789,46.54999923706055,48.622501373291016,40246000
2021-03-23T04:00:00+00:00,49.375,50.4375,44.38750076293945,45.4375,57716400
2021-03-24T04:00:00+00:00,39.494998931884766,41.74250030517578,29.655000686645508,30.084999084472656,96711600
2021-03-25T04:00:00+00:00,30.872499465942383,46.875,29.225000381469727,45.9375,203849200
2021-03-26T04:00:00+00:00,49.41999816894531,54.73249816894531,40.814998626708984,45.25,149722800
2021-03-29T04:00:00+00:00,45.1875,48.47999954223633,43.377498626708984,45.32500076293945,40168800
2021-03-30T04:00:00+00:00,46.875,51.07500076293945,45.5,48.6150016784668,68379600
